ID,Languoid_ID,Lemma_ID,Form,Meaning,Comment,Source
W-2520,brk,L-287,filak-filak-om,lightning,comment,thelwall1977[203]
W-2521,mei,L-287,pìilûm,it makes lightning,comment,werner1993[116]
W-2769,pnu,L-287,"*bil(l), *bilit-ti (lightning)",,comment,rilly2010[no. 1606]
W-1226,onw,L-288,pist,"to splash, receive baptism",comment,OND[153]
W-1227,fia,L-288,físsi,"sprizen, sprengen",comment,reinisch1879[44]
W-1228,onw,L-289,pijj,dung,comment,OND[154]
W-1229,fia,L-289,ficci,Vogel und Fledermausdreck,comment,hoffman1986[64]
W-2241,mei,L-29,abba,father,comment,macmichael1918[52]
W-2242,brk,L-29,embābōn,father,comment,macmichael1920[199]
W-2243,dgl,L-29,-bāb,father,comment,armbruster1965[25]
W-85,onw,L-29,apol,my father,comment,OND[16]
W-86,fia,L-29,a-bō,my father,comment,
W-1230,onw,L-290,pijj,wide,comment,OND[154]
W-1231,fia,L-290,fíji,"breit, weit",comment,reinisch1879[43]
W-1232,dgl,L-290,bójo,"broad, wide",comment,armbruster1965[38]
W-1233,xnz,L-290,bójo,breit,comment,massenbach1962[152]
W-1234,mei,L-290,pòccé,"wide, spacious",comment,werner1993[116]
W-1235,pkn,L-290,*faɟ-ɛ,wide,comment,jakobiA[no. 570]
W-1236,onw,L-291,miššan,"all, every",comment,OND[118]
W-1237,mei,L-291,pòccícír,"all, every",comment,werner1993[117]
W-1239,onw,L-292,pok,"to fall, drop",comment,OND[154]
W-1240,fia,L-292,fog,"giessen, fliessen, lassen fallen",comment,reinisch1879[44]
W-1241,xnz,L-292,bóog,"fließen, sich ergießen, schütten",comment,massenbach1962[152]
W-1242,dgl,L-292,bóog,"to pour, pour out, leak",comment,armbruster1965[38]
W-1243,onw,L-293,pokod,lame,comment,OND[154]
W-1244,xnz,L-293,fógor,"lahm sein, f- is unexplained, Nobiin loanword?",comment,massenbach1962[164]
W-1245,onw,L-294,poukke,jar,comment,OND[154]
W-1246,xnz,L-294,fukkée,"großer Tonnapf, again with suspect f-",comment,massenbach1962[165]
W-1247,fia,L-294,fukkée,,comment,
W-1248,onw,L-295,sal,"word, speech",comment,OND[155]
W-1249,dgl,L-295,sallée,"to pray, chant, Armbruster suggests Arabic loanword",comment,armbruster1965[171]
W-1250,xnz,L-295,sála,das mohammedanische rituelle Gebet,comment,massenbach1962[206]
W-1251,xnz,L-295,salli,beten,comment,massenbach1962[206]
W-1252,fia,L-295,sálli,to pray,comment,reinisch1879[140]
W-1253,onw,L-295,"sal, sad, sil",to say,comment,OND[155]
W-1254,onw,L-296,sil,to winnow,comment,OND[158]
W-1255,fia,L-296,sil,"winden das getreide, das korn von der spreu sondern",comment,reinisch1879[144]
W-1256,dgl,L-296,sill(i),to winnow,comment,armbruster1965[177]
W-1257,xnz,L-296,silli,"worfeln, streuen",comment,massenbach1962[209]
W-1258,onw,L-296,silti,"straw, chaff, hay",comment,OND[159]
W-1259,fia,L-296,sílti,"spreu, häckerling, ausgetretenes stroh",comment,reinisch1879[144]
W-1260,dgl,L-296,sílti,"chaff, winnowed from grain",comment,armbruster1965[177]
W-1262,onw,L-297,"sokk, sog",to take (up),comment,OND[160]
W-1263,fia,L-297,sok,"aufheben etwas, von seiner stelle wegnemen",comment,reinisch1879[145]
W-1264,dgl,L-297,sókke,"take up, take away, carry",comment,armbruster1965[178]
W-1265,xnz,L-297,sókke,"aufheben, tragen, wegnehmen",comment,massenbach1962[209]
W-2594,pkn,L-297,"*ʃog, *ʃɔg",to take (away),comment,jakobiA[no. 97]
W-2595,brk,L-297,sugul,to take,comment,thelwall1977[]
W-2596,mei,L-297,sókkórhèm,"to carry, lift up",comment,werner1993[124]
W-2917,pnu,L-297,*sokk < *sog +k/g ?,,comment,rilly2010[no. 151]
W-1266,onw,L-298,sor,"writing, book",comment,OND[160]
W-1267,xnz,L-298,sóor,"Schrift, Brief, geschriebes Amulett",comment,massenbach1962[209]
W-1268,xnz,L-298,šóor,"Schrift, Buch",comment,massenbach1962[214]
W-1269,onw,L-298,šol,book,comment,OND[186]
W-1270,onw,L-299,"soukk, sogg",to descend,comment,OND[161]
W-1271,fia,L-299,suk,"herabstiegen, sinken, fallen",comment,reinisch1879[146]
W-2367,dgl,L-299,šugur,to descend,comment,armbruster1965[187]
W-2368,mei,L-299,súkkíhèm,to descend,comment,werner1993[125]
W-2919,pnu,L-299,*sukk-,,comment,rilly2010[no. 41]
W-10,onw,L-3,agor,to forget,comment,OND[4]
W-9,fia,L-3,agōr,to forget,comment,
W-87,onw,L-30,ap(p),to grasp,comment,OND[16]
W-88,fia,L-30,āb,,comment,
W-89,xnz,L-30,áab(e),Fische im Netz fangen,comment,massenbach1962[141]
W-90,dgl,L-30,áab,to catch with a net,comment,armbruster1965[2]
W-1272,onw,L-300,sout,empty,comment,OND[162]
W-1273,fia,L-300,sud,leer; schnell,comment,reinisch1879[146]
W-1274,dgl,L-300,súud,"empty, vacant, bare",comment,armbruster1965[181]
W-1275,xnz,L-300,súud,"leer, bloß, nur",comment,massenbach1962[210]
W-1276,mei,L-300,úudáyàm,it is empty,comment,werner1993[137]
W-1277,onw,L-301,ta,"path, street",comment,OND[163]
W-1278,onw,L-301,ta(r),to come,comment,OND[166]
W-1279,dgl,L-301,táa,to come,comment,armbruster1965[188]
W-1280,xnz,L-301,táa,kommen,comment,massenbach1962[214]
W-1281,pkn,L-301,*t̪ar-,to come,comment,jakobiA[no. 0]
W-2685,mei,L-301,tàyìhêm,to cross over,comment,werner1993[129]
W-2686,fia,L-301,taar,"kommen, erreichen, gelangen",comment,khalil1996a[107]
W-2924,pnu,L-301,*taar-,,comment,rilly2010[no. 189]
W-1282,onw,L-302,"ta(a)(l), pl. taei",girl,comment,OND[163]
W-1283,xnz,L-302,ter,girl,comment,zyhlarz1928a[183]
W-1284,pkn,L-302,*t̪ɛr-,"girl, daughter",comment,jakobiA[no. 127]; jakobiA[no. 123]
W-1285,mei,L-302,tə̀dí,"girl, daughter",comment,werner1993[135]
W-1286,mei,L-302,tèdí,"girl, daughter",comment,werner1993[129]
W-2061,brk,L-302,taarti,girl,comment,thelwall1977[202]
W-2923,pnu,L-302,*taar,,comment,rilly2010[no. 94]
W-1287,onw,L-303,tak,to be covered,comment,OND[163]
W-1288,fia,L-303,tagiddī,"Deckel, Stöpsel",comment,khalil1996a[103]
W-1289,xnz,L-303,tág,bedeckt sein,comment,massenbach1962[215]
W-1290,dgl,L-303,tág,to get covered,comment,armbruster1965[192]
W-1291,mei,L-303,tə̀gə̀ndóohèm,to cover,comment,werner1993[136]
W-1292,onw,L-304,takan,quickly,comment,OND[163]
W-1293,fia,L-304,tákan,schnell,comment,reinisch1879[154]
W-1296,onw,L-305,dapp,to destroy,comment,OND[165]
W-1297,xnz,L-305,dab,"verloren, verschwunden sein",comment,massenbach1962[154]
W-1298,xnz,L-305,dáb-ir,"verlieren, zerstören",comment,massenbach1962[154]
W-1299,dgl,L-305,dáb,"to disappear, get lost",comment,armbruster1965[44]
W-1300,fia,L-305,daf,"vergehen, verschwinden",comment,reinisch1879[23]
W-1301,fia,L-305,dáf-ir,verlieren,comment,reinisch1879[23]
W-1306,mei,L-306,òon,"he, she, it",comment,werner1993[108]
W-2253,mei,L-306,ōn,he,comment,macmichael1918[52]
W-2903,pnu,L-306,*on ?,,comment,rilly2010[no. 90]
W-1310,onw,L-307,tapp,to touch,comment,OND[165]
W-1311,fia,L-307,taf,"berüren, eintauchen",comment,reinisch1879[153]
W-1312,xnz,L-307,tabbe,"berühren, eintauchen, trösten",comment,massenbach1962[214]
W-1313,mei,L-307,tám(m)íhèm,to touch,comment,werner1993[127]
W-1314,onw,L-308,"tarou(ou), tari","to bless, praise",comment,OND[167]
W-1315,xnz,L-308,táru,"danken, gute Wünschen sagen",comment,massenbach1962[216]
W-1316,xnz,L-308,"tóru, tórw","grüßen, danken",comment,massenbach1962[219]
W-1317,fia,L-309,"taaj, taac","rufen, laut schreien",comment,reinisch1879[154]
W-1318,onw,L-309,tajj,to call,comment,OND[168]
W-2743,pnu,L-31,*aar-,,comment,rilly2010[no. 53]
W-328,mei,L-31,ә́әl-hèm,"to take off, out, uncertain",comment,werner1993[141]
W-329,mei,L-31,àar-hèm,"to catch, take, marry, believe",comment,werner1993[81]
W-91,onw,L-31,"ar, ad","to seize, take, know",comment,OND[17]
W-92,xnz,L-31,áar,"nehmen, erfassen",comment,massenbach1962[144]
W-93,dgl,L-31,áar,"to seize, obtain, grasp",comment,armbruster1965[17]
W-94,fia,L-31,arr,"to bring, take",comment,
W-1319,onw,L-310,taŋis,"name, Pre-Nubian",comment,OND[168]
W-1320,fia,L-310,taŋis,"name, pre-Nubian",comment,reinisch1879[154]
W-1818,pkn,L-310,"*or, pl. *or-nd̪ʊ",name,comment,jakobiA[no. 105]
W-1819,mei,L-310,ə́rí,name,comment,werner1993[142]
W-1820,dgl,L-310,érr(i),name,comment,armbruster1965[66]
W-1821,xnz,L-310,erri,Name,comment,massenbach1962[161]
W-2236,mei,L-310,urri,name,comment,macmichael1918[52]
W-2237,brk,L-310,ēn-erei,my name,comment,macmichael1918[52]
W-2804,pnu,L-310,*eri,,comment,rilly2010[no. 124]
W-1321,onw,L-311,tel,to light,comment,OND[169]
W-1322,xnz,L-311,téel,"glühen, sehr heiß sein",comment,massenbach1962[216]
W-1323,dgl,L-311,teléewe,"to melt, liquify by heat",comment,armbruster1965[196]
W-1324,xnz,L-311,teléewe,schmelzen,comment,massenbach1962[216]
W-1325,onw,L-312,te(e)l,"grave, tomb",comment,OND[169]
W-1326,xnz,L-312,tée,Grab,comment,massenbach1962[216]
W-1327,fia,L-312,tee,grab,comment,reinisch1879[155]
W-1328,mei,L-312,téed,grave,comment,werner1993[129]
W-1329,pkn,L-312,*t̪el-,grave,comment,jakobiA[no. 557]
W-2070,brk,L-312,"tiwil, pl. tiwilsi",grave,comment,thelwall1977[202]
W-1336,onw,L-314,tere,key,comment,OND[170]
W-1337,fia,L-314,tere,,comment,
W-1338,onw,L-315,tik. tiŋ,"to sit, remain",comment,OND[171]
W-1339,fia,L-315,tiig,"bleiben, leben, existiren, wonen",comment,reinisch1879[158]
W-1340,dgl,L-315,téeg,"to squat, sit, settle, remain",comment,armbruster1965[196]
W-1341,xnz,L-315,téeg,"sitzen, setzen",comment,massenbach1962[216]
W-1342,mei,L-315,tə́gìhèm,"to sit, stay",comment,werner1993[136]
W-2321,pkn,L-315,*t̪ek-,"to stay, stop",comment,rilly2010[no. 8]
W-2928,pnu,L-315,"*ti(i)g, *te(e)g",,comment,rilly2010[no. 8]
W-1346,onw,L-317,tilon,depth,comment,OND[172]
W-1347,mei,L-317,tóllé,deep,comment,werner1993[133]
W-1348,fia,L-317,dulli,,comment,
W-1349,dgl,L-317,dólli,deep,comment,armbruster1965[54]
W-1350,xnz,L-317,dolli,"tief, Vertiefung, Grube",comment,massenbach1962[158]
W-1352,onw,L-318,timm,to assemble,comment,OND[172]
W-2360,mei,L-318,tìmmírhèm,to gather,comment,werner1993[132]
W-1343,onw,L-319,"tikan, pl. tikani",sheep,comment,OND[171]
W-1344,dgl,L-319,tiigan,,comment,
W-1345,mei,L-319,tíi,sheep,comment,werner1993[131]
W-1353,onw,L-319,pl. ti-ni,cattle,comment,OND[173]
W-1354,mei,L-319,tii,kuh,comment,reinisch1879[158]
W-1355,dgl,L-319,tíi,"head of cattle, cow",comment,armbruster1965[198]
W-1356,xnz,L-319,tíi,Kuh,comment,massenbach1962[216]
W-1357,mei,L-319,tə́ə,cow,comment,werner1993[135]
W-1358,pkn,L-319,t̪eː,cow,comment,jakobiA[no. 278]
W-1406,onw,L-319,pl. touei-,cows,comment,OND[182]
W-2012,brk,L-319,tei,cow,comment,thelwall1977[200]
W-2119,brk,L-319,"tii, pl. tiir",sheep,comment,thelwall1977[205]
W-2266,mei,L-319,tur,cow,comment,macmichael1918[53]
W-2267,brk,L-319,tei,cow,comment,macmichael1918[53]
W-2927,pnu,L-319,*tegi? ~ *tei,,comment,rilly2010[no. 188]
W-143,dgl,L-32,aríkk,"to cast, throw off, drop",comment,armbruster1965[18]
W-326,pkn,L-32,*ir-/*ir-k,to bear (child)m give birth,comment,jakobiA[no. 79]
W-327,mei,L-32,úkk-áhèm,"to bear child, uncertain",comment,werner1993[137]
W-95,onw,L-32,arak,to bear,comment,OND[18]
W-96,xnz,L-32,arki,"werfen, umwerfen, abschütteln",comment,massenbach1962[145]; massenbach1962[cf. 173]
W-97,dgl,L-32,árk,"to cast, throw off, drop",comment,armbruster1965[19]
W-1359,onw,L-320,tino,west(ern),comment,OND[173]
W-1360,xnz,L-320,tin,Westen,comment,massenbach1962[217]
W-1361,dgl,L-320,tín,"west, left bank of the Nile",comment,armbruster1965[198]
W-1362,fia,L-320,"tinno, tiino",west,comment,reinisch1879[159]
W-1363,onw,L-321,tipit,wave,comment,OND[173]
W-1364,fia,L-321,tíbit,"welle, woge",comment,reinisch1879[158]
W-1365,dgl,L-321,dibit,,comment,
W-1366,onw,L-322,ti(r),to give to 2/3sg,comment,OND[174]
W-1367,xnz,L-322,tir,jem. etwas geben,comment,massenbach1962[217]
W-1368,dgl,L-322,tír,to give (to other than speaker),comment,armbruster1965[199]
W-1373,fia,L-322,tir,geben jemand etwas,comment,reinisch1879[159]
W-1374,pkn,L-322,*ti-,to give (one thing to sb),comment,jakobiA[no. 150]
W-1375,mei,L-322,tìrhèm,to give,comment,werner1993[132]
W-1376,mei,L-322,tìhêm,to give,comment,werner1993[131]
W-2310,brk,L-322,tiri,give it to him,comment,macmichael1920[212]
W-2929,pnu,L-322,*tir-,,comment,rilly2010[no. 47]
W-1369,onw,L-323,"den, din",to give (to me/us),comment,OND[42]
W-1370,xnz,L-323,déen,mir etwas geben,comment,massenbach1962[155]
W-1371,dgl,L-323,déen,to give (to the speaker),comment,armbruster1965[47]
W-1372,fia,L-323,deen,mir geben,comment,reinisch1879[25]
W-2309,brk,L-323,tèni,give it to me,comment,macmichael1920[212]
W-2376,fan,L-323,t̪ɪ-n,to give me,comment,jakobiA[no. 150]
W-2377,mei,L-323,téèm!,give to me!,comment,werner1993[130]
W-2378,mei,L-323,téenàr,give to us!,comment,werner1993[130]
W-2772,pnu,L-323,*deen-,,comment,rilly2010[no. 47]
W-1377,onw,L-324,tis,to hate,comment,OND[176]
W-1378,xnz,L-324,tissi,hassen,comment,massenbach1962[217]
W-1379,fia,L-324,tiss,"entgegen sein, gegner sein, hassen",comment,reinisch1879[160]
W-1380,onw,L-325,"tok, touk, tōg","to cease, depart, leave, pass over, forgive",comment,OND[177]
W-1381,drb,L-325,tog,,comment,
W-1382,onw,L-326,torpar,"to farm, farmer",comment,OND[180]
W-1383,fia,L-326,tórba,bauer,comment,reinisch1879[163]
W-1384,xnz,L-326,tórbar,"Bauer, Feldarbeiter, Lohnarbeiter",comment,massenbach1962[219]
W-1385,dgl,L-326,tórbar,agricultural laborer,comment,armbruster1965[203]
W-1386,onw,L-327,"tod, pl. touñ","son, child",comment,OND[180]
W-1387,fia,L-327,"tood, pl. tuuñii","kind, son",comment,reinisch1879[161]
W-1388,dgl,L-327,"tóod, pl. tóoni","child, son, young",comment,armbruster1965[201]
W-1389,xnz,L-327,"tóod, pl. toníi","Knabe, Junges der Tiere",comment,massenbach1962[218]
W-1390,pkn,L-327,"*t̪od̪, pl. tʊɲ-i","child, boy",comment,jakobiA[no. 121]
W-2221,brk,L-327,otonti,boy,comment,macmichael1918[51]
W-2222,mei,L-327,'utchi,boy ?,comment,macmichael1918[51]
W-2223,mei,L-327,úccí,child ?,comment,werner1993[136]
W-2303,mei,L-327,tòodì,female slave,comment,werner1993[132]
W-2930,pnu,L-327,"*too-di, pl. *too-ɲi",,comment,rilly2010[no. 55]
W-1391,onw,L-328,toj(j),to strike,comment,OND[181]
W-1392,fia,L-328,tog,"schlagen, flexion",comment,reinisch1879[162]
W-1393,dgl,L-328,tóog,"to strike, beat",comment,armbruster1965[202]
W-1394,xnz,L-328,tóog,"zerbrechen, abschlagen",comment,massenbach1962[218]
W-1395,pkn,L-328,"*ʈoŋ-, *ɖug-",to beat,comment,jakobiA[no. 163]
W-1407,onw,L-328,touk,to strike,comment,OND[182]
W-1408,dgl,L-328,tukk(i),"to pound, thump, batter, beat",comment,armbruster1965[205]
W-2435,mei,L-328,sùkkàhêm,"to beat, hit",comment,werner1993[125]
W-2436,mei,L-328,toog-,,comment,
W-2931,pnu,L-328,*toog-,,comment,rilly2010[no. 74]
W-1396,onw,L-329,tou,belly,comment,OND[181]
W-1397,fia,L-329,tuu,bauch,comment,reinisch1879[164]
W-1398,dgl,L-329,túu,"inside, interior, belly",comment,armbruster1965[204]
W-1399,xnz,L-329,túu,"Leib, Bauch, das Innere",comment,massenbach1962[219]
W-1400,pkn,L-329,*t̪oo,belly,comment,jakobiA[]
W-1401,mei,L-329,tə̀ə,"stomach, midst, inside",comment,werner1993[no. 135]
W-1987,brk,L-329,tuu,belly (inside),comment,thelwall1977[199]
W-2688,onw,L-329,"tauo, tauō",under,comment,OND[164]
W-2689,dgl,L-329,togo,"lower part, base, bottom",comment,armbruster1965[202]
W-2690,dgl,L-329,togor,"below, beneath, under",comment,armbruster1965[202]
W-2691,xnz,L-329,tógoo,das Untere,comment,massenbach1962[218]
W-2692,xnz,L-329,togóor,unter,comment,massenbach1962[218]
W-2693,fia,L-329,tawwo,"Underteil, unter",comment,khalil1996a[111]
W-2934,pnu,L-329,*tuu < *tag,,comment,rilly2010[no. 190]
W-100,xnz,L-33,árree,"Wasserfall, Katarakt",comment,massenbach1962[145]
W-101,dgl,L-33,árre,wave,comment,armbruster1965[19]
W-98,onw,L-33,aregge,wave(s),comment,OND[18]
W-99,fia,L-33,"aree, ari","Well, Woge, Wasserfall, Fluß",comment,khalil1996a[21]
W-1402,onw,L-330,tour,"to hunt, pursue",comment,OND[182]
W-1403,fia,L-330,tur,"vertreiben, fortjagen, nachjagen, verfolgen",comment,reinisch1879[166]
W-1404,dgl,L-330,túr,"to drive away, drive out, expel, chase away",comment,armbruster1965[206]
W-1405,xnz,L-330,túr,"vertreiben, fortjagen, antreiben",comment,massenbach1962[220]
W-1415,onw,L-330,tour,"to drive away, scatter",comment,OND[183]
W-1409,onw,L-331,touk,wind,comment,OND[182]
W-1410,fia,L-331,tuug,wind,comment,reinisch1879[165]
W-1411,dgl,L-331,túrug,wind,comment,armbruster1965[206]
W-1412,xnz,L-331,túrug,Wind,comment,massenbach1962[220]
W-1413,pkn,L-331,*erʃ-i,wind,comment,jakobiA[no. 435]
W-1414,mei,L-331,éssí,"dust, storm, sandstorm, wind",comment,werner1993[89]
W-1416,onw,L-332,tous,curse,comment,OND[183]
W-1417,xnz,L-332,túus,"fluchen, verwünschen, hassen",comment,massenbach1962[220]
W-1418,dgl,L-332,túus,to curse,comment,armbruster1965[206]
W-1419,fia,L-332,túus,"fluchen, verfluchen",comment,reinisch1879[166]
W-1420,pkn,L-332,t̪uʃ-,to curse,comment,jakobiA[no. 172]
W-1421,onw,L-333,"tousko(u), touski",three,comment,OND[183]
W-1422,dgl,L-333,tósk(i),three,comment,armbruster1965[103]
W-1423,xnz,L-333,toski,drei,comment,massenbach1962[219]
W-1424,fia,L-333,túsko,drei,comment,reinisch1879[167]
W-1425,pkn,L-333,*t̪oɟig,three,comment,jakobiA[no. 489]
W-1426,mei,L-333,táasí,three,comment,werner1993[128]
W-2145,brk,L-333,tizzig,three,comment,thelwall1977[206]
W-2178,mei,L-333,"tāsi, dāsi",three,comment,macmichael1918[51]
W-2179,brk,L-333,tizzit,three,comment,macmichael1920[198]
W-2933,pnu,L-333,*tossi-gu,,comment,rilly2010[no. 182]
W-1427,onw,L-334,touph(ph),to spit,comment,OND[184]
W-1428,fia,L-334,tuff,spucken,comment,reinisch1879[165]
W-1429,dgl,L-334,tuff(i),to spit,comment,armbruster1965[205]
W-1430,xnz,L-334,tuffi,spucken,comment,massenbach1962[219]
W-1431,onw,L-335,pour(ou)g,to furrow,comment,OND[184]
W-1432,xnz,L-335,burg,,comment,
W-1434,xnz,L-336,bówwi,"baden, sich waschen, schwimmen",comment,massenbach1962[153]
W-1435,dgl,L-336,bóww(i),"to bathe, swim",comment,armbruster1965[40]
W-1463,dgl,L-336,éeu,to wash,comment,armbruster1965[68]
W-1464,xnz,L-336,éew,"waschen, abwaschen",comment,massenbach1962[162]
W-1465,mei,L-336,èebáhèm,to wash,comment,werner1993[85]
W-1466,pkn,L-336,*ɛb-ɛr,to wash (hands),comment,jakobiA[no. 56]
W-2324,mei,L-336,èebáhèm,to wash,comment,werner1993[85]
W-2325,pkn,L-336,*ɛb-ɛr,"to bathe, take a bath",comment,jakobiA[no. 55]
W-2326,brk,L-336,"ʔewwi, euli",,comment,rilly2010[no. 10]
W-2790,pnu,L-336,"*eeb-, *(e)b-(V)r",,comment,rilly2010[no. 10]
W-1436,onw,L-337,ša,"lance, spear, pre-Nubian",comment,OND[185]
W-1437,xnz,L-337,šáa,"Speer, Lanze",comment,massenbach1962[211]
W-1438,dgl,L-337,šáa,"spear, lance, measuring rod",comment,armbruster1965[183]
W-1439,fia,L-337,šáa,,comment,
W-1442,onw,L-337,šag,to stab,comment,OND[185]
W-1443,fia,L-337,šag,stechen,comment,reinisch1879[149]
W-2129,brk,L-337,sàal,spear,comment,thelwall1977[205]
W-1440,onw,L-338,ša(a)l,"door, gate, pre-Nubian",comment,OND[185]
W-1441,fia,L-338,šaa,"Tür, Tor, Außenseite, pre-Nubian",comment,khalil1996a[122]
W-1444,onw,L-338,šar,"outside, pre-Nubian",comment,OND[186]
W-2592,pkn,L-338,*kal-?,door,comment,
W-2593,brk,L-338,kiŋal,doorway,comment,thelwall1977[200]
W-2843,pwn,L-338,*ka(a)l,"E has ""mouth""",comment,rilly2010[no. 150]
W-1447,onw,L-341,"šoggid, soggid","money, silver, pre-Nubian?",comment,OND[186]
W-1448,fia,L-341,šóngir,geld,comment,reinisch1879[152]
W-1451,onw,L-343,jalli,(religious) service,comment,OND[187]
W-1452,dgl,L-343,jélli,"affair, matter, business, occupation, work",comment,armbruster1965[87]
W-1453,fia,L-343,jélli,"sache, ding, etwas",comment,reinisch1879[58]
W-1454,xnz,L-343,jélli,"Arbeit, arbeiten, wirken",comment,massenbach1962[180]
W-1455,pkn,L-343,*deɟ,work ?,comment,jakobiA[no. 353]
W-2678,pkn,L-343,"*ʃar, pl. *ʃar-i",thing,comment,jakobiA[no. 517]
W-2679,mei,L-343,sáar,"thing, something",comment,werner1993[121]
W-2680,onw,L-343,ŋeei(r),"thing, pre-Nubian",comment,OND[199]
W-2681,onw,L-343,"ŋe-gir, ŋe-kir","to work, pre-Nubian",comment,OND[199]
W-2838,pnu,L-343,*jaar,,comment,rilly2010[no. 181]
W-1456,onw,L-344,jan,"to buy, sell",comment,OND[187]
W-1457,fia,L-344,jan,"ein handel abschleissen, kaufen, verkaufen",comment,reinisch1879[57]
W-1458,dgl,L-344,jáan,to alter the ownership of by a commercial transaction,comment,armbruster1965[85]
W-1459,xnz,L-344,jáan,"kaufen, verkaufen",comment,massenbach1962[179]
W-1460,pkn,L-344,*ʃan-,"to buy, sell",comment,jakobiA[no. 385]; jakobiA[no. 386]
W-2167,fia,L-344,jaan,"kaufen, verkaufen, handeln",comment,khalil1996a[132]
W-2837,pnu,L-344,*jaan,,comment,rilly2010[no. 2]
W-1461,onw,L-345,"jelouou, jeloue",to wash,comment,OND[189]
W-1462,fia,L-345,jélew,waschen,comment,reinisch1879[58]
W-2499,brk,L-345,sulbi,to wash ,comment,thelwall1977[207]
W-2500,dgl,L-345,élew,"to rinse, wash out",comment,armbruster1965[64]
W-2501,kko,L-345,ʃúb,to wash,comment,jakobiA[no. 259]
W-2839,pnu,L-345,*jeleb,,comment,rilly2010[no. 100]
W-1467,onw,L-346,"jem, gem, pl. jemili",year,comment,OND[189]
W-1468,fia,L-346,"jem, gem",das jar,comment,reinisch1879[58]
W-1469,dgl,L-346,jen,year,comment,armbruster1965[87]
W-1470,xnz,L-346,jen,Jahr,comment,massenbach1962[180]
W-1471,pkn,L-346,*ʃen,year,comment,jakobiA[no. 520]
W-1472,mei,L-346,sèn,"year, Arabic loanword?",comment,werner1993[123]
W-1474,onw,L-347,jil(l),"to consider, pay attention to",comment,OND[189]
W-1475,fia,L-347,jill,"sich erinnern, nachdenken, denken, meinen, glaben",comment,reinisch1879[60]
W-1476,xnz,L-347,jille,"sich erinnern, denken",comment,massenbach1962[181]
W-1477,dgl,L-347,jílle,"to think, think of, remember",comment,armbruster1965[88]
W-1478,mei,L-347,íilhèm,to remember,comment,werner1993[93]
W-1479,mei,L-347,íiláarhèm,"to notice, watch, expect",comment,werner1993[93]
W-1480,mei,L-347,íiléekhèm,to remind,comment,werner1993[93]
W-1481,onw,L-348,jing-ir,to cause to eat,comment,OND[190]
W-1482,dgl,L-348,jáŋg(i),"to get full, fill",comment,armbruster1965[85]
W-1483,xnz,L-348,jángi,füllen,comment,massenbach1962[179]
W-1484,fia,L-348,jang,"anfüllen, voll machen, sättigen jemand",comment,reinisch1879[57]
W-1485,onw,L-349,jom-it,blow,comment,OND[191]
W-1486,dgl,L-349,jóm,"to strike, hit, beat, play",comment,armbruster1965[90]
W-1487,xnz,L-349,jóm,"schlagen, ein Musikinstrument spielen, schießen, Eindrück machen",comment,massenbach1962[181]
W-104,onw,L-35,arou,rain,comment,OND[19]
W-105,xnz,L-35,áru,Regen,comment,massenbach1962[145]
W-106,dgl,L-35,áru,rain,comment,armbruster1965[20]
W-1449,onw,L-35,harm,"heaven, pre-Nubian",comment,OND[186]
W-1450,fia,L-35,har(a)m,"Himmel, pre-Nubian",comment,khalil1996a[128]
W-2112,brk,L-35,aale,rain,comment,thelwall1977[205]
W-2268,mei,L-35,arri,rain,comment,macmichael1918[53]
W-2269,brk,L-35,āli,rain,comment,macmichael1918[53]
W-2352,pkn,L-35,ar-ɛ,"rain, sky",comment,jakobiA[no. 438]; jakobiA[no. 426]
W-2751,pnu,L-35,*ar-(e),,comment,rilly2010[no. 28]; rilly2010[no. 149]]
W-308,mei,L-35,"áré, árí",rain,comment,werner1993[158]
W-309,mei,L-35,"áarùhùm, áaréssùm",to rain,comment,werner1993[158]
W-70,onw,L-35,auei,rain,comment,OND[14]
W-71,fia,L-35,"awou, awi",Regen(wasser),comment,khalil1996a[24]
W-1488,onw,L-350,"jor, jōr, jour, jouour, jir",to go,comment,OND[191]
W-1489,dgl,L-350,júu,"to move along, pass along, proceed, travel",comment,armbruster1965[91]
W-1490,xnz,L-350,júu,gehen,comment,massenbach1962[181]
W-1491,fia,L-350,júu,gehen,comment,reinisch1879[62]
W-1492,mei,L-350,ə̀əhêm,to go,comment,werner1993[141]
W-1493,pkn,L-350,*ʃu-,"to go, leave, depart",comment,jakobiA[no. 81]
W-2174,brk,L-350,sō-rei,I am going,comment,macmichael1920[211]
W-2841,pnu,L-350,*juur,,comment,rilly2010[no. 4]
W-1494,onw,L-351,joj(j),"to offer, cede",comment,OND[192]
W-1495,fia,L-351,goj,"schlachten, eine schlacht liefern",comment,reinisch1879[51]
W-1496,dgl,L-351,gój,"to slaughter, kill for food",comment,armbruster1965[80]
W-1497,xnz,L-351,goj,schlachten,comment,massenbach1962[169]
W-1498,mei,L-351,kòccíhèm,"to slaughter, skin",comment,werner1993[99]
W-2166,fia,L-351,goj,"schlachte, morden, opfern",comment,khalil1996a[33]
W-2958,pnu,L-351,goj,Khalil: Sah loan qōje 'abschneiden' (Crum 841a),comment,rilly2010[no. 1]
W-1499,onw,L-352,jouk,to burn (tr),comment,OND[192]
W-1500,dgl,L-352,júg,"to catch fire, ignite",comment,armbruster1965[95]
