ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
F-1244,xnz,P-293,fógor,,"lahm sein, f- is unexplained, Nobiin loanword?",massenbach1962[164]
F-2549,fia,P-520,fud,,"Nabel, pre-Nubian?",khalil1996a[113]
F-1246,xnz,P-294,fukkée,,"großer Tonnapf, again with suspect f-",massenbach1962[165]
F-1247,fia,P-294,fukkée,,,
F-1522,mei,P-358,gàadì,,son,werner1993[90]
F-1899,xnz,P-443,gáak,,krächzen,massenbach1962[165]
F-1536,xnz,P-361,gáar,,Seite,massenbach1962[166]
F-1537,dgl,P-361,gáar,,"shore, bank, waterside",armbruster1965[74]
F-1539,dgl,P-362,gáar,,to crush (grain),armbruster1965[74]
F-1541,xnz,P-362,gáar,,"zusammenwickeln, verbinden",massenbach1962[166]
F-144,onw,P-47,gad,,"body, flesh",OND[24]
F-153,xnz,P-50,"gafrée, gaffir-tákki",,vergeben (werden),massenbach1962[165]
F-146,dgl,P-48,gág,,"to split, crack",armbruster1965[73]
F-1898,dgl,P-443,gág,,"to split, crack",armbruster1965[73]
F-148,xnz,P-48,gak(ki),,aufschlitzen,massenbach1962[165]
F-147,onw,P-48,gakk,,pole vel sim.,OND[25]
F-151,fia,P-49,gal,,"offen sein, sich öffnen",khalil1996a[27]
F-150,onw,P-49,gall,,to open,OND[25]
F-152,onw,P-50,gappir,,to cede vel sim.,OND[25]
F-1540,fia,P-362,gar,,"fangen, ergreifen, ertappen",reinisch1879[46]
F-618,fia,P-153,gar,,"fangen, ergreifen, ertapper",reinisch1879[46]
F-619,dgl,P-153,gar,,"fangen, ergreifen, ertappen",reinisch1879[46]
F-562,xnz,P-142,garri,,"schlecht, häßlich, Unglück bringend",massenbach1962[166]
F-158,onw,P-52,gask-naue,,midst,OND[26]
F-159,fia,P-52,gasko,,"middle, Innenraum",khalil1996a[32]
F-162,xnz,P-53,gasti,,Rauch,massenbach1962[166]
F-161,fia,P-53,gát(i),,Geruch,khalil1996a[32]
F-160,onw,P-53,gatt,,good odor,OND[26]
F-169,dgl,P-53,gatti,,,
F-170,onw,P-56,gaue,,reed,
F-166,onw,P-55,gawa,,servant,OND[26]
F-167,fia,P-55,gawad,,,
F-168,dgl,P-55,gawad,,,
F-171,fia,P-56,gawē,,,
F-174,xnz,P-57,géele,,rot,massenbach1962[167]
F-175,dgl,P-57,géele,,red,armbruster1965[76]
F-2000,dgl,P-461,géeu,,blood,armbruster1965[78]
F-2001,xnz,P-461,géew,,"Blut, Blutschuld",massenbach1962[168]
F-173,onw,P-57,gel,,red,OND[26]
F-176,onw,P-58,gelgel,,"to roll away, up",OND[27]
F-178,onw,P-59,gen,,good,OND[27]
F-179,xnz,P-59,gen,,besser,massenbach1962[167]
F-181,fia,P-59,gen,,gut,khalil1996a[29]
F-596,xnz,P-149,gen,,sein,massenbach1962[167]
F-599,fia,P-149,gen,,"sein, besser sein",reinisch1879[48]
F-180,dgl,P-59,gén,,"good, in good condition, health",armbruster1965[77]
F-2002,xnz,P-461,ger,,blut,reinisch1879[48]
F-177,fia,P-58,gerged,,"sich wälzen, rollen",khalil1996a[30]
F-182,onw,P-60,gi,,maternal uncle,OND[28]
F-209,fia,P-67,gīd,,Grass; Futter,khalil1996a[27]
F-186,onw,P-61,gig,,to be near,OND[28]
F-185,fia,P-60,gii,,Onkel (Bruder der Mutter),khalil1996a[26]
F-204,dgl,P-67,gíid,,grass,armbruster1965[78]
F-205,xnz,P-67,gíid,,Gras (Briza eragrostis Lin.),massenbach1962[168]
F-225,xnz,P-74,gij,,"etwas im Ohr haben, nicht hören können",massenbach1962[168]
F-226,xnz,P-74,gíj-ir,,"hören, verstehen, gehorchen, riechen",massenbach1962[168]
F-227,dgl,P-74,gíj-ir,,perceive with ear or nose,armbruster1965[79]
F-1762,dgl,P-415,gíjir,,to perceive with ear or nose,armbruster1965[79]
F-1763,xnz,P-415,gíjir,,"hören, verstehen, riechen",massenbach1962[168]
F-192,onw,P-63,gin-ker,,small fast?,OND[30]
F-189,fia,P-62,gind(ē),,"Dorn, pre-Nubian?",khalil1996a[29]
F-188,onw,P-62,"gindatte, gindette",,"thorn, pre-Nubian",OND[30]
F-195,onw,P-64,gipp,,to fix?,OND[31]
F-197,onw,P-65,gir,,way,OND[31]
F-200,dgl,P-65,gir,,"time, occasion",armbruster1965[79]
F-199,xnz,P-65,"gir, kir",,"Weg, Art, Mal",massenbach1962[168]
F-2557,onw,P-389,"gisri, ŋisri",,"bone, pre-Nubian",OND[32]
F-203,onw,P-67,git(t),,"grass, crop",OND[32]
F-2519,fia,P-416,gítir,,"schwer, bedrückt, pre-Nubian",khalil1996a[32]
F-206,onw,P-68,gitt,,to be silent?,OND[32]
F-210,onw,P-69,godjo,,six,OND[32]
F-230,xnz,P-75,"goi, goñ",,"etwas herstellen, bauen, weben",massenbach1962[169]
F-1495,fia,P-351,goj,,"schlachten, eine schlacht liefern",reinisch1879[51]
F-1497,xnz,P-351,goj,,schlachten,massenbach1962[169]
F-2166,fia,P-351,goj,,"schlachte, morden, opfern",khalil1996a[33]
F-2958,pnu,P-351,goj,,Khalil: Sah loan qōje 'abschneiden' (Crum 841a),rilly2010[no. 1]
F-1496,dgl,P-351,gój,,"to slaughter, kill for food",armbruster1965[80]
F-1589,fia,P-373,gol,,,
F-1590,xnz,P-373,golli,,"schlucken, verschlingen",massenbach1962[169]
F-1591,dgl,P-373,gólli,,to swallow,armbruster1965[80]
F-229,fia,P-75,goñ,,"bauen, weben",khalil1996a[34]
F-231,dgl,P-75,goñ,,"to build, weave",armbruster1965[80]
F-1677,fia,P-393,goor,,rind,reinisch1879[52]
F-2430,dgl,P-502,góor,,ant,armbruster1965[80]
F-2461,fia,P-508,goorti,,"Scheich, Bürgermeister, Älteste",khalil1996a[31]
F-172,dgl,P-56,góow,,reed,armbruster1965[81]
F-212,dgl,P-69,górij,,six,armbruster1965[80]
F-213,xnz,P-69,górij,,Sechs,massenbach1962[169]
F-211,fia,P-69,górjo,,Sechs,reinisch1879[52]
F-2460,onw,P-508,gort(i),,elder,OND[32]
F-218,onw,P-72,gou(r),,"eart, ground, place",OND[33]
F-216,onw,P-71,gouei,,"shield, armor, pre-Nubian",OND[33]
F-224,onw,P-74,goujar,,to listen to,OND[34]
F-233,onw,P-76,gouñ,,to shake?,OND[34]
F-228,onw,P-75,"gouñ, goñ",,"to build, raise, establish",OND[34]
F-222,onw,P-73,gourgir,,to murmur,OND[33]
F-217,fia,P-71,gúñi,,"schild, pre-Nubian",reinisch1879[54]
F-235,fia,P-76,guññ,,"sich bewegen, schütteln, wankeln",khalil1996a[34]
F-221,fia,P-72,gur,,"Erde, Welt",khalil1996a[30]
F-789,fia,P-194,gur,,"sich freuen, fröhlich sein",reinisch1879[54]
F-1674,dgl,P-393,gúr,,bull,armbruster1965[82]
F-1675,dgl,P-393,gur-tód,,calf,armbruster1965[82]
F-1676,xnz,P-393,"gur, gor",,Rind,massenbach1962[170]
F-223,fia,P-73,gurgur,,"murren, murmeln",khalil1996a[31]
F-787,dgl,P-194,gurre,,"become glad, happy, rejoice",armbruster1965[82]
F-788,xnz,P-194,"gurre, gurri",,sich freuen,massenbach1962[171]
F-2449,xnz,P-505,"gusutti, gusunti",,"Rauch, rauchen",massenbach1962[171]
F-219,xnz,P-72,gúu,,"Erde, Land, Feld",massenbach1962[169]
F-220,dgl,P-72,gúu,,"earth, ground, floor, place",armbruster1965[81]
F-2431,fia,P-502,guwa(r),,Ameise,khalil1996a[33]
F-234,xnz,P-76,"guyyi, guy, gui, guñ",,"sich bewegen, schwanken, ein Schritt tun",massenbach1962[171]
F-1450,fia,P-35,har(a)m,,"Himmel, pre-Nubian",khalil1996a[128]
F-1449,onw,P-35,harm,,"heaven, pre-Nubian",OND[186]
F-2371,fia,P-494,ibirti,,"Kraft, Macht, Gewalt",khalil1996a[47]
F-1812,dgl,P-424,icc(i),,milk,armbruster1965[105]
F-1813,xnz,P-424,ícci,,Milch,massenbach1962[175]
F-534,mei,P-136,ìccí,,female sheep,werner1993[91]
F-664,mei,P-166,ìccì,,winter,werner1993[91]
F-1810,mei,P-424,ìccídí,,milk,werner1993[91]
F-552,dgl,P-139,iccíin,,scorpion,armbruster1965[105]
F-553,xnz,P-139,"icíin, ecíin",,Skorpion,massenbach1962[175]
F-539,xnz,P-137,id,,Mann,massenbach1962[175]
F-540,fia,P-137,id,,mann,reinisch1879[70]
F-538,dgl,P-137,íd,,man,armbruster1965[104]
F-2220,fia,P-123,id-een,,"Frau, Gattin",khalil1996a[45]
F-546,fia,P-123,id-een,,"frau, gattin",reinisch1879[70]
F-547,fia,P-117,id-een,,"frau, gattin",reinisch1879[70]
F-2188,mei,P-465,iddi,,eight,macmichael1918[51]
F-2217,mei,P-117,iddi,,woman,macmichael1918[51]
F-439,mei,P-117,ìddì,,"woman, wife",werner1993[92]
F-2299,brk,P-128,idi,,you (sg),macmichael1920[207]
F-2031,dgl,P-465,ídiw,,eight,armbruster1965[106]
F-2035,mei,P-465,ídíyí,,eight,werner1993[33]
F-2481,onw,P-465,ido,,eight,PQI3[34.2]
F-2033,xnz,P-465,ídu,,acht,massenbach1962[176]
F-2034,fia,P-465,ídwo,,acht,reinisch1879[70]
F-1999,brk,P-461,igir,,blood,thelwall1977[199]
F-422,xnz,P-113,"igitti, egetti",,"Nähe, nahe",massenbach1962[176]
F-442,fia,P-118,ii,,sagen,reinisch1879[69]
F-404,dgl,P-110,íi,,"hand, arm, handle",armbruster1965[103]
F-405,xnz,P-110,íi,,"Hand, Arm, bes. Unterarm, Griff",massenbach1962[175]
F-456,mei,P-121,ìi(r)-hêm,,"to exist, live",werner1993[94]
F-2601,brk,P-525,iidi,,louse,
F-2602,mei,P-525,ìidì,,louse,werner1993[92]
F-2575,brk,P-137,"iídì, pl. ìil",,,
F-430,fia,P-114,iig,,"sagen, sprechen",reinisch1879[70]
F-416,dgl,P-112,íig,,"fire, light, blossom",armbruster1965[104]
F-417,xnz,P-112,íig,,"Feuer, Hölle, Ärger",massenbach1962[176]
F-429,dgl,P-114,íig,,"to tell, narrate",armbruster1965[104]
F-2687,mei,P-168,ìihêm,,to come,werner1993[92]
F-1764,mei,P-415,ìijí,,smell,werner1993[92]
F-1885,mei,P-439,ìijí,,smell,werner1993[92]
F-1479,mei,P-347,íiláarhèm,,"to notice, watch, expect",werner1993[93]
F-1480,mei,P-347,íiléekhèm,,to remind,werner1993[93]
F-1478,mei,P-347,íilhèm,,to remember,werner1993[93]
F-496,mei,P-128,íin,,you (sg.),werner1993[93]
F-497,mei,P-121,íin,,being,werner1993[93]
F-2542,brk,P-422,iiɲin,,,
F-2336,brk,P-122,iir,,this,rilly2010[no. 20]
F-489,dgl,P-127,íiu,,to forget,armbruster1965[105]
F-560,dgl,P-141,íiu,,"grain, corn",armbruster1965[104]
F-340,xnz,P-96,íiw,,weiden,massenbach1962[178]
F-343,dgl,P-96,íiw,,"to pasture, tend at",armbruster1965[251]
F-559,xnz,P-141,íiw,,"Getreide (bes. Weizen, Gerste)",massenbach1962[178]
F-488,xnz,P-127,"íiw, íi",,vergessen,massenbach1962[178]
F-402,mei,P-109,ìiy-áhèm,,to know,werner1993[94]
F-481,fia,P-126,iiyon,,"rechts, die rechte seite",reinisch1879[76]
F-549,onw,P-138,"ij, ej",,"to send, impel",OND[81]
F-551,onw,P-139,ijjin,,scorpion,OND[81]
F-2192,brk,P-237,ijmoldi,,nine,macmichael1920[198]
F-2673,brk,P-527,iɟinaldi,,rat,thelwall1977[205]
F-2105,brk,P-237,iɟiŋooldi,,nine,thelwall1977[204]
F-444,fia,P-119,ille,,weizen,reinisch1879[71]
F-445,dgl,P-119,ílle,,wheat,armbruster1965[106]
F-446,xnz,P-119,íllē,,Weizen,massenbach1962[176]
F-2440,brk,P-503,im-mer-ōn,,brother,macmichael1920[200]
F-2197,fia,P-479,"ime, imil",,hundert,khalil1996a[46]
F-2201,fia,P-479,imil,,hundert,reinisch1879[71]
F-2202,dgl,P-479,imil,,hundert,reinisch1879[71]
F-2203,xnz,P-479,imil,,hundert,reinisch1879[71]
F-2196,dgl,P-479,ímil,,hundred,armbruster1965[107]
F-2270,brk,P-107,immerōn,,brother,macmichael1920[200]
F-2198,mei,P-479,immil,,hundred,macmichael1918[51]
F-2200,mei,P-479,ímmíl,,hundred,werner1993[93]
F-459,xnz,P-122,in,,dieser,massenbach1962[176]
F-460,fia,P-122,in,,diser,reinisch1879[72]
F-458,dgl,P-122,ín,,this,armbruster1965[107]
F-350,dgl,P-95,ind(i),,"to lift, take up",armbruster1965[108]
F-474,xnz,P-125,indi-kégid,,Mutterschwester,massenbach1962[186]
F-2276,brk,P-60,indishōn,,maternal uncle,macmichael1920[200]
F-1814,fia,P-424,ing-íši,,"frische, süsse milch",reinisch1879[72]
F-1916,fia,P-41,ing-íši,,"frisch, süsse milch",reinisch1879[72]
F-2272,brk,P-45,ingēlōn,,father-in-law,macmichael1920[200]
F-1915,xnz,P-41,ingri,,süss,reinisch1879[72]
F-2271,brk,P-125,inintōn,,sister,macmichael1920[200]
F-2273,brk,P-481,inisitōn,,mother-in-law,macmichael1920[200]
F-351,xnz,P-95,"inji, iny, ind",,"aufheben, fortnehmen, tragen",massenbach1962[177]
F-337,fia,P-95,inn,,"aufheben, nemen",reinisch1879[73]
F-1699,mei,P-399,ìnyì,,"dung, excrements",werner1993[93]
F-1914,dgl,P-41,íŋ-ri,,sweet,armbruster1965[110]
F-2138,brk,P-41,iŋgin,,sweet,thelwall1977[206]
F-1108,xnz,P-259,ir,,Ihr,massenbach1962[177]
F-2143,brk,P-225,ir,,thirst,thelwall1977[206]
F-2390,fia,P-212,ir,,"gebären, zeugen",khalil1996a[47]
F-499,fia,P-128,ir,,du,reinisch1879[73]
F-1109,dgl,P-259,ír,,you (pl),armbruster1965[110]
F-541,mei,P-137,ír,,"man, people",werner1993[93]
F-2006,mei,P-462,ìr pòkórtí,,brain,werner1993[146]
F-2623,fia,P-109,ir-bir,,"wissen, kennen",khalil1996a[47]
F-503,onw,P-212,ir-kane,,birth,OND[75]
F-2475,mei,P-222,"ír, pl. íjjétí",,"man, people",werner1993[93]
F-1856,mei,P-433,ìrcídì,,"root, kind of grass",werner1993[94]
F-1855,mei,P-433,írdí,,root,werner1993[94]
F-1861,dgl,P-434,íri,,rope,armbruster1965[111]
F-1654,mei,P-388,írí,,body,werner1993[94]
F-434,dgl,P-115,iriñ,,"to wait, remain, await, expect",armbruster1965[111]
F-435,xnz,P-115,iriñ,,warten,massenbach1962[177]
F-372,fia,P-103,irki,,"land, heimat",reinisch1879[74]
F-512,fia,P-131,irkiis,,,
F-433,fia,P-115,irñ,,warten,reinisch1879[74]
F-1862,xnz,P-434,irri,,Seil,massenbach1962[177]
F-2597,fia,P-525,ísi,,Laus,khalil1996a[48]
F-520,dgl,P-133,isíkk(i),,"to ask, ask of, ask for",armbruster1965[112]
F-2478,dgl,P-509,"iškárti, pl. íškari",,guest,armbruster1965[113]
F-518,onw,P-133,iskel,,"to beg, beseech",OND[76]
F-515,fia,P-132,"iskiid, iskiit",,"feiner sand, staub",reinisch1879[74]
F-2670,fia,P-527,iskintee,,"Maus, Ratte",khalil1996a[48]
F-513,onw,P-132,iskit,,earth,OND[77]
F-2477,fia,P-509,iskít,,Gast,khalil1996a[48]
F-2668,xnz,P-527,"iskitte, iskinte",,Maus,massenbach1962[177]
F-993,xnz,P-237,iskóod,,neun,massenbach1962[177]
F-992,dgl,P-237,ískood,,nine,armbruster1965[112]
F-2599,dgl,P-525,íss(i),,louse,armbruster1965[112]
F-2598,xnz,P-525,issi,,Laus,massenbach1962[177]
F-472,xnz,P-124,issi,,Schwester,massenbach1962[177]
F-519,fia,P-133,issig,,fragen,reinisch1879[75]
F-521,xnz,P-133,issig,,fragen,massenbach1962[177]
F-2244,mei,P-166,itchi,,winter,macmichael1918[52]
F-2246,mei,P-424,itchirri,,milk,macmichael1918[52]
F-2030,brk,P-465,ittu,,eight,thelwall1977[201]
F-2189,brk,P-465,ittu,,eight,macmichael1920[198]
F-339,fia,P-96,iw,,weiden das vih,reinisch1879[76]
F-558,fia,P-141,iw,,"getreide, korn, frucht",reinisch1879[76]
F-400,xnz,P-109,"íy-ir, íi-r",,"kennen, wissen, zählen",massenbach1962[178]
F-1826,fia,P-426,iyi,,hals,reinisch1879[76]
F-479,dgl,P-126,"íyin, íin",,right hand,armbruster1965[104]
F-480,xnz,P-126,"íyin, íin",,rechts,massenbach1962[178]
F-2288,brk,P-104,izzi,,sun,macmichael1920[204]
F-2028,brk,P-132,izzidi,,earth,thelwall1977[201]
F-2282,brk,P-132,izzidi,,earth,macmichael1920[201]
F-2167,fia,P-344,jaan,,"kaufen, verkaufen, handeln",khalil1996a[132]
F-1458,dgl,P-344,jáan,,to alter the ownership of by a commercial transaction,armbruster1965[85]
F-1459,xnz,P-344,jáan,,"kaufen, verkaufen",massenbach1962[179]
F-1451,onw,P-343,jalli,,(religious) service,OND[187]
F-1456,onw,P-344,jan,,"to buy, sell",OND[187]
F-1457,fia,P-344,jan,,"ein handel abschleissen, kaufen, verkaufen",reinisch1879[57]
F-1484,fia,P-348,jang,,"anfüllen, voll machen, sättigen jemand",reinisch1879[57]
F-1483,xnz,P-348,jángi,,füllen,massenbach1962[179]
F-1482,dgl,P-348,jáŋg(i),,"to get full, fill",armbruster1965[85]
F-1462,fia,P-345,jélew,,waschen,reinisch1879[58]
F-1452,dgl,P-343,jélli,,"affair, matter, business, occupation, work",armbruster1965[87]
F-1453,fia,P-343,jélli,,"sache, ding, etwas",reinisch1879[58]
F-1454,xnz,P-343,jélli,,"Arbeit, arbeiten, wirken",massenbach1962[180]
F-1461,onw,P-345,"jelouou, jeloue",,to wash,OND[189]
F-1468,fia,P-346,"jem, gem",,das jar,reinisch1879[58]
F-1467,onw,P-346,"jem, gem, pl. jemili",,year,OND[189]
F-1469,dgl,P-346,jen,,year,armbruster1965[87]
F-1470,xnz,P-346,jen,,Jahr,massenbach1962[180]
F-1473,onw,P-59,jene,,good health,OND[189]
F-2379,fia,P-483,jer,,Rücken,khalil1996a[133]
F-2380,dgl,P-483,jer,,back,armbruster1965[87]
F-1774,dgl,P-418,jígilt(i),,kidney,armbruster1965[88]
F-1773,xnz,P-418,jigilti,,Niere,massenbach1962[180]
F-2669,dgl,P-527,jigir,,"mouse, rat, pre-Nubian",armbruster1965[88]
F-2671,fia,P-527,jigir,,"Maus, Ratte, pre-Nubian",khalil1996a[131]
F-187,xnz,P-61,jiig-edáagin,,sitzen auf,massenbach1962[180]
F-1474,onw,P-347,jil(l),,"to consider, pay attention to",OND[189]
F-1475,fia,P-347,jill,,"sich erinnern, nachdenken, denken, meinen, glaben",reinisch1879[60]
F-1476,xnz,P-347,jille,,"sich erinnern, denken",massenbach1962[181]
F-1477,dgl,P-347,jílle,,"to think, think of, remember",armbruster1965[88]
F-1481,onw,P-348,jing-ir,,to cause to eat,OND[190]
F-1494,onw,P-351,joj(j),,"to offer, cede",OND[192]
F-1911,fia,P-446,jok,,"saugen, kauen",reinisch1879[60]
F-2655,fia,P-225,jok,,"durstig sein, pre-Nubian",khalil1996a[131]
F-1486,dgl,P-349,jóm,,"to strike, hit, beat, play",armbruster1965[90]
F-1487,xnz,P-349,jóm,,"schlagen, ein Musikinstrument spielen, schießen, Eindrück machen",massenbach1962[181]
F-1485,onw,P-349,jom-it,,blow,OND[191]
F-1488,onw,P-350,"jor, jōr, jour, jouour, jir",,to go,OND[191]
F-1499,onw,P-352,jouk,,to burn (tr),OND[192]
F-1503,onw,P-353,joun-t,,pregnant,OND[183]
F-1505,onw,P-354,joutt,,nephew,OND[194]
F-1501,fia,P-352,jug,,"brennen, lecken von der verzerenden flamme",reinisch1879[62]
F-1500,dgl,P-352,júg,,"to catch fire, ignite",armbruster1965[95]
F-1502,xnz,P-352,júg,,"verbrennen, verdorren",massenbach1962[182]
F-1504,fia,P-353,júnti,,"schwanger, schwach",reinisch1879[63]
F-2490,fia,P-425,jur,,melken,khalil1996a[133]
F-1816,dgl,P-425,jurr(i),,"to squeeze, squeeze out (liquid), flow with strong current",armbruster1965[95]
F-1817,xnz,P-425,jurri,,Strom,massenbach1962[182]
F-1489,dgl,P-350,júu,,"to move along, pass along, proceed, travel",armbruster1965[91]
F-1490,xnz,P-350,júu,,gehen,massenbach1962[181]
F-1491,fia,P-350,júu,,gehen,reinisch1879[62]
F-1910,xnz,P-446,júuk,,"lecken, saugen, abzehren (Krankheit)",massenbach1962[182]
F-1909,dgl,P-446,júukk(i),,to suck,armbruster1965[95]
F-2139,brk,P-447,ɟibbe,,"tail, cf Daju Nyala iibe",thelwall1977[206]
F-1565,dgl,P-367,káa,,"house, home",armbruster1965[114]
F-1566,xnz,P-367,káa,,"Haus, Familie, Behälter",massenbach1962[182]
F-2529,mei,P-518,káabè,,"bad, Ar. loan?",werner1993[95]
F-1621,dgl,P-380,káacc(i),,"investing tissue, rind, bark, skin",armbruster1965[115]
F-2419,mei,P-358,kàad(ì),,"boy, son, male child",werner1993[95]
F-577,fia,P-145,kaag,,"etw. in der hand halten, besi sich tragen",reinisch1879[78]
F-2127,dgl,P-473,káag,,snake,armbruster1965[114]
F-2128,xnz,P-473,káag,,Schlange,massenbach1962[183]
F-574,dgl,P-145,káag,,"to carry, bear",armbruster1965[115]
F-576,xnz,P-145,káag,,"tragen, etwas bei sich haben",massenbach1962[183]
F-2148,brk,P-175,kaan,,tree,thelwall1977[207]
F-2648,dgl,P-473,kaaŋ-tód,,young of snake,armbruster1965[115]
F-705,mei,P-175,kàar,,tree,werner1993[96]
F-1712,dgl,P-402,káare,,fish,armbruster1965[118]
F-1713,xnz,P-402,kaarée,,Fisch,massenbach1962[184]
F-634,xnz,P-158,káaš,,suchen,massenbach1962[185]
F-588,fia,P-147,kab,,"essen, pre-Nubian",reinisch1879[77]
F-561,onw,P-142,"kadd, kand",,curse,OND[83]
F-564,xnz,P-143,kaddi,,"streuen, etwas ausbreiten",massenbach1962[182]
F-603,xnz,P-150,kaddi,,"Dorn, dorniges Reisig",massenbach1962[182]
F-682,dgl,P-171,káde,,"cloth, garment",armbruster1965[115]
F-683,xnz,P-171,kádee,,"Stoff, Tuck, Kleidungstück",massenbach1962[183]
F-1805,mei,P-47,kàdì,,"meat without bones, loan?",werner1993[95]
F-1929,mei,P-450,kàdì,,tongue,werner1993[95]
F-563,onw,P-143,kadit,,"to scatter, broadcast",OND[83]
F-565,onw,P-144,kadj-ider,,ripening,OND[83]
F-575,dgl,P-145,kága,,first-born,
F-635,onw,P-159,kaj,,colt,OND[86]
F-638,fia,P-159,kaj,,pferd,reinisch1879[79]
F-641,onw,P-145,kaj,,"to keep, hold",OND[86]
F-636,xnz,P-159,káj,,Pferd,massenbach1962[183]
F-637,dgl,P-159,káj,,horse,armbruster1965[115]
F-899,dgl,P-219,káj,,horse,armbruster1965[115]
F-2562,onw,P-522,kak,,to open,OND[83]
F-572,onw,P-145,kak,,to bear,OND[83]
F-580,fia,P-146,kak,,sich wärmen,reinisch1879[79]
F-579,onw,P-146,kak-kan-ni,,rays (of the sun),OND[83]
F-573,onw,P-145,kakil,,first-born,OND[83]
F-581,xnz,P-146,kakke,,"warm sein, sich wärmen",massenbach1962[183]
F-582,dgl,P-146,kákke,,"get warm at, warm oneself at",armbruster1965[116]
F-2426,onw,P-501,kakki-gir,,to strengthen,OND[83]
F-584,onw,P-147,kal,,to eat,OND[83]
F-585,xnz,P-147,kal,,"essen, beißen",massenbach1962[183]
F-586,dgl,P-147,kál,,"to take food, eat",armbruster1965[116]
F-847,pkn,P-521,"kal-t̪i, pl. kal-ɛ",,eye,jakobiA[]
F-2036,brk,P-521,"káldì, pl. káalè",,eye,thelwall1977[201]
F-2058,brk,P-147,kalli,,food,thelwall1977[201]
F-591,onw,P-148,kalo,,north,OND[83]
F-592,fia,P-148,kálo,,north,reinisch1879[79]
F-2385,brk,P-496,kalti,,fence (thorn),thelwall1977[201]
F-593,xnz,P-148,kalúm,,Norden,massenbach1962[184]
F-2283,brk,P-175,kān,,tree,macmichael1920[202]
F-598,onw,P-149,"kan, ken, kin",,"to be, become",OND[84]
F-600,onw,P-150,kand,,thorn,OND[84]
F-602,xnz,P-150,kandi,,"Messer, Dolch, der am Oberarm getragen wird",massenbach1962[184]
F-601,fia,P-150,kándi,,messer,reinisch1879[80]
F-2612,mei,P-194,kángàhèm,,to laugh,werner1993[96]
F-594,dgl,P-148,kánne,,north,armbruster1965[118]
F-2637,brk,P-94,kaŋarti,,salt,thelwall1977[205]
F-2563,kud,P-522,kaŋi,,to open,
F-587,onw,P-147,"kap, kip(p), kop",,"to eat, pre-Nubian",OND[84]
F-610,onw,P-71,kar,,shield,OND[85]
F-1567,mei,P-367,kàr,,"house, village, k- not expected",werner1993[97]
F-2415,fia,P-499,kárē,,weibliches Lebewesen,khalil1996a[58]
F-568,xnz,P-144,kárij,,"reifen, gar werden, heilen",massenbach1962[184]
F-566,fia,P-144,karj,,"to cook (intr.), to become ripe",reinisch1879[81]
F-567,dgl,P-144,karj,,"to testify, to get ripe",armbruster1965[119]
F-617,onw,P-153,karr,,"to grasp, hold",OND[85]
F-2414,dgl,P-499,kárr(i),,female,armbruster1965[119]
F-611,dgl,P-71,káru,,schild,reinisch1879[81]
F-612,xnz,P-71,káru,,schild,reinisch1879[81]
F-2386,fia,P-496,karw-,,"umzaünen, bauen (einen Pferch)",khalil1996a[62]
F-633,onw,P-158,kaš,,to seek,OND[86]
F-622,dgl,P-154,kás,,to draw water,armbruster1965[119]
F-623,xnz,P-154,kás,,schöpfen,massenbach1962[185]
F-621,onw,P-154,kas-kas-e,,baptistery,OND[85]
F-624,onw,P-155,kas(s),,"to take away, wipe away",OND[85]
F-625,xnz,P-155,kassi,,"tünchen, verputzen, verschmieren, lecken",massenbach1962[185]
F-626,onw,P-156,kat,,"to throw, pre-Nubian?",OND[86]
F-627,fia,P-156,kat,,werfen,reinisch1879[81]
F-628,onw,P-157,katt,,lamb,OND[86]
F-630,xnz,P-157,katti,,Schaflamm,massenbach1962[185]
F-629,fia,P-157,kátti,,"der junge bock vom schaff, zige",reinisch1879[82]
F-607,onw,P-151,kau(ei),,"to be naked, exposed",OND[84]
F-609,dgl,P-151,káukau,,"timird, shy (?)",armbruster1965[120]
F-608,fia,P-151,kaw,,"sich zeigen, erscheinen",massenbach1962[82]
F-1989,onw,P-460,kawarti,,bird,OND[84]
F-1992,fia,P-460,kawárti,,"vogel, jeder grössere vogel",reinisch1879[416]
F-1991,xnz,P-460,kawírte,,"kleiner Vogel, Sperling",massenbach1962[185]
F-1990,dgl,P-460,"káwirte, káurte",,bird,armbruster1965[120]
F-2226,brk,P-57,kaylei,,red,macmichael1920[207]
F-2225,mei,P-57,kayli,,red,macmichael1918[52]
F-640,onw,P-160,ked,,to ascend,OND[87]
F-660,xnz,P-165,keddi,,"pflücken, die Durrakolben oben abschneiden, töten",massenbach1962[186]
F-2285,mei,P-67,kèecì,,grass,werner1993[97]
F-644,xnz,P-161,kéel,,"Grenze, Höhepunkt, Ende",massenbach1962[186]
F-645,dgl,P-161,kéel,,"end, extremity",armbruster1965[121]
F-2114,brk,P-57,keele,,red,thelwall1977[205]
F-2227,mei,P-57,kéelé,,red,werner1993[98]
F-2060,brk,P-162,keemzi,,four,thelwall1977[202]
F-642,fia,P-160,keer,,"steigen, hinaufgehen",reinisch1879[85]
F-853,mei,P-396,kèeràhêm,,"to cut, trace, pay attention",werner1993[98]
F-658,dgl,P-164,kéeu,,cubit,armbruster1965[122]
F-657,xnz,P-164,kéew,,Elle,massenbach1962[187]
F-2181,brk,P-162,keimzi,,four,macmichael1920[198]
